you	Y UW 
hiltunen	HH IH L T AH N AH N 
himes	HH AY M Z 
hindman	HH AY N D M AH N 
hiner	HH AY N ER 
hinny	HH IH N IY 
hipp	HH IH P 
hippen	HH IH P AH N 
hird	HH ER D 
hirings	HH AY R IH NG Z 
hirn	HH ER N 
hirschman	HH ER SH M AH N 
hiscox	HH IH S K AA K S 
hislop	HH IH S L AH P 
hitchins	HH IH CH IH N Z 
hlad	HH L AE D 
hlavaty	HH L AH V AA T IY 
hobbing	HH AA B IH NG 
hochhauser	HH AA K HH AW Z ER 
hochstein	HH AA K S T AY N 
hockberg	HH AA K B ER G 
hockett	HH AA K IH T 
hodding	HH AA D IH NG 
hoen	HH OW N 
hoffmeister	HH AO F M AY S T ER 
hofi	HH OW F IY 
hogen	HH AA G AH N 
hogenson	HH AA JH IH N S AH N 
hoger	HH OW G ER 
hognose	HH AA G N OW Z 
hogwood	HH AO G W UH D 
hohman	HH OW M AH N 
hoisington	HH OY Z IH NG T AH N 
hoit	HH OY T 
holbrooks	HH OW L B R UH K S 
holderman	HH OW L D ER M AH N 
holdman	HH OW L D M AH N 
holecek	HH AA L IH CH EH K 
holien	HH OW L IY AH N 
hollaway	HH AA L AH W EY 
hollen	HH AA L AH N 
hollier	HH AO L IY ER 
hollin	HH AA L IH N 
hollman	HH AA L M AH N 
holmen	HH AA L M EH N 
holsten	HH OW L S AH N 
holtzer	HH OW L T Z ER 
homebuilding	HH OW M B IH L D IH NG 
homefront	HH OW M F R AH N T 
homen	HH OW M AH N 
homogenization	HH OW M AA JH AH N IH Z EY SH AH N 
homophones	HH OW M OW F OW N Z 
homosapiens	HH OW M OW S EY P IY AH N Z 
homs	HH AA M Z 
honer	HH OW N ER 
honorariums	AA N ER EH R IY AH M Z 
hoonah	HH UW N AH 
hooperman	HH UW P ER M AH N 
hooser	HH UW Z ER 
hopkin	HH AA P K IH N 
hopscotched	HH AA P S K AA CH T 
horchow	HH AO R CH OW 
horlick	HH AO R L IH K 
hornaday	HH AO R N AH D EY 
hornbuckle	HH AO R N B AH K AH L 
hornor	HH AO R N ER 
horsley	HH AO R S L IY 
hoskin	HH AA S K IH N 
hosseini	HH OW S EY IY N IY 
hoster	HH OW S T ER 
houdek	HH AW D IH K 
houghs	HH AW Z 
housand	HH AW S AH N D 
houser	HH AW Z ER 
houstonian	HH UW S T OW N IY AH N 
houtman	HH AW T M AH N 
hoven	HH OW V AH N 
hovey	HH OW V IY 
hovsepian	HH AH V S IY P IY AH N 
howarth	HH AW AA R TH 
howze	HH AW Z 
hoyland	HH OY L AH N D 
hruska	HH R UH S K AH 
huadong	HH W AA D OW NG 
hubbart	HH AH B ER T 
huberto	HH UW B EH R T OW 
hubner	HH AH B N ER 
huckaby	HH AH K AH B IY 
hudler	HH UW D AH L ER 
hudlow	HH AH D L OW 
hudnut	HH AH D N AH T 
hudon	HH UW D AH N 
huebel	HH UH B AH L 
hueber	HH UH B ER 
huebert	HH UH B ER T 
hughley	HH Y UW L IY 
huhn	HH AH N 
huhta	HH UW T AH 
hultman	HH AH L T M AH N 
hulton	HH AH L T AH N 
humidifiers	HH Y UW M IH D AH F AY ER Z 
humulin	HH Y UW M Y UW L IH N 
hundley	HH AH N D L IY 
hunkering	HH AH NG K ER IH NG 
hunn	HH AH N 
hunsicker	HH AH N S IH K ER 
hunsinger	HH AH N S IH NG ER 
hunte	HH AH N T 
huntsinger	HH AH N T S IH N JH ER 
huppert	HH AH P ER T 
hurm	HH ER M 
hurney	HH ER N IY 
hurston	HH ER S T AH N 
hurtig	HH ER T IH G 
husby	HH AH S B IY 
huskins	HH AH S K IH N Z 
hutchens	HH AH CH AH N Z 
huyck	HH AY K 
hyacintha	HH AY AH S IH N TH AH 
hyannisport	HH AY AE N IH S P AO R T 
hybridize	HH AY B R AH D AY Z 
hyden	HH AY D AH N 
hydras	HH AY D R AH Z 
hydride	HH AY D R AY D 
hygrometer	HH AY G R AA M AH T ER 
hymies	HH AY M IY Z 
hyotan	HH Y OW T AE N 
hyperborean	HH AY P ER B AO R IY AH N 
hyperlinks	HH AY P ER L IH NG K S 
hypertext	HH AY P ER T EH K S T 
hypes	HH AY P S 
hysterectomies	HH IH S T ER EH K T AH M IY 
iason	IY AH S AH N 
icebreakers	AY S B R EY K ER Z 
ige	AY JH 
iger	AY G ER 
igman	IH G M AH N 
ignatia	IH G N AA SH AH 
illegalities	IH L IY G AE L IH T IY Z 
illes	AY L Z 
ilva	IH L V AH 
imboden	IH M B OW D AH N 
imes	AY M Z 
immanence	IH M AH N AH N S 
immerman	IH M ER M AH N 
immolates	IH M AH L EY T S 
immolating	IH M AH L EY T IH NG 
immu	IH M Y UW 
immunizations	IH M Y UW N AH Z EY SH AH N Z 
immunizes	IH M Y AH N AY Z IH Z 
impassion	IH M P AE SH AH N 
impatiens	IH M P EY SH AH N Z 
impeachments	IH M P IY CH M AH N T S 
imperato	IH M P ER AA T OW 
imperils	IH M P EH R AH L Z 
impounds	IH M P AW N D Z 
inactivated	IH N AE K T IH V EY T IH D 
inadvertence	IH N AH D V ER T AH N S 
incant	IH N K AE N T 
incom	IH NG K AA M 
incompressible	IH N K AH M P R EH S AH B AH L 
incongruity	IH NG K AO NG R UW IH T IY 
incongruously	IH NG K AO NG R UW AH S L IY 
incorporations	IH N K AO R P ER EY SH AH N Z 
indestructibility	IH N D AH S T R AH K T IH B IH L IH T IY 
indexation	IH N D EH K S EY SH AH N 
indexer	IH N D EH K S ER 
indigenously	IH N D IH JH AH N AH S L IY 
indite	IH N D AY T 
individualize	IH N D IH V IH JH UW AH L AY Z 
industrie	IH N D AH S T R IY 
inefficiencies	IH N IH F IH SH AH N S IY Z 
inefficiently	IH N IH F IH SH AH N T L IY 
inferential	IH N F ER EH N SH AH L 
infestations	IH N F EH S T EY SH AH N Z 
infirmed	IH N F ER M D 
inflight	IH N F L AY T 
ingraham	IH NG G R AH HH AE M 
inhibitory	IH N HH IH B AH T AO R IY 
initio	IH N IH T IY OW 
iniziativa	IH N IH Z IY AH T IY V AH 
inlow	IH N L OW 
innoculated	IH N AO K Y AH L EY T AH D 
inscribing	IH N S K R AY B IH NG 
insectivorous	IH N S EH K T IH V ER AH S 
insouciant	IH N S UW S Y AH N T 
intensities	IH N T EH N S IH T IY Z 
interactivity	IH N T ER AE K T IH V IH T IY 
intercellular	IH N T ER S EH L Y AH L ER 
intercompany	IH N T ER K AH M P AH N IY 
interjects	IH N T ER JH EH K T S 
interleaved	IH N T ER L IY V D 
intermedia	IH N T ER M IY D IY AH 
internationalize	IH N T ER N AE SH AH N AH L AY Z 
internists	IH N T ER N IH S T S 
interscope	IH N T ER S K OW P 
intertribal	IH N T ER T R AY B AH L 
intervenor	IH N T ER V IY N ER 
interweave	IH N T ER W IY V 
intraparty	IH N T R AH P AA R T IY 
intrepidly	IH N T R EH P AH D L IY 
invariance	IH N V EH R IY AH N S 
investigational	IH N V EH S T IH G EY SH AH N AH L 
investimento	IH N V EH S T IH M EH N T OW 
invoicing	IH N V OY S IH NG 
ionizing	AY AH N AY Z IH NG 
iowans	AY AH W AH N Z 
iphones	AY F OW N Z 
irangate	IH R AA N G EY T 
irelands	AY R L AH N D Z 
ireson	IH R IH S AH N 
irrigator	IH R AH G EY T ER 
isentropic	AY Z AH N T R AA P AH K 
ishaq	IH SH AE K 
ishmail	IH SH M EY L 
islamiya	IH S L AA M IY AH 
islip	AY S L IH P 
isogenic	AY S OW JH EH N AH K 
isomers	AY S AH M ER Z 
isotonic	AY S AH T AA N IH K 
itel	AY T EH L 
ivaco	AY V AH K OW 
izod	AY Z AA D 
jablon	JH AE B L AH N 
jacinda	JH AH S IH N D AH 
jacinthe	JH AE S IH N TH 
jacka	JH AE K AH 
jacklin	JH AE K L IH N 
jacksonian	JH AE K S OW N IY AH N 
jacksonians	JH AE K S OW N IY AH N Z 
jacox	JH AE K AA K S 
jagiello	JH AA JH EH L OW 
jahnke	JH AE NG K 
jainism	JH EY N IH Z AH M 
jakel	JH AE K AH L 
jambor	Y AA M B AO R 
jamu	JH AE M UW 
janardhan	JH AH N AA R D AH N 
janca	JH AE NG K AH 
janco	JH AE NG K OW 
janczak	Y AE N CH AE K 
jank	JH AE NG K 
janke	JH AE NG K 
janney	JH AE N IY 
janousek	Y AH N UW S EH K 
jans	JH AE N Z 
janz	JH AE N Z 
jares	ZH EH R Z 
jarvi	JH AA R V IY 
jarvinen	JH AA R V IH N AH N 
jasmer	JH AE S AH M ER 
jass	JH AE S 
jauch	JH AO CH 
javan	JH AH V AA N 
jaycee	JH EY S IY 
jayme	JH EY M IY 
jeffersonians	JH EH F ER S OW N IY AH N Z 
jeffry	JH EH F R IY 
jekel	JH EH K AH L 
jenkin	JH EH NG K IH N 
jennison	JH EH N IH S AH N 
jerman	JH ER M AH N 
jernberg	JH ER N B ER G 
jeroboam	JH EH R AH B OW AH M 
jerrie	JH EH R IY 
jerris	JH ER R AH S 
jessye	JH EH S IY 
jewfish	JH UW F IH SH 
jha	JH AA 
jillions	JH IH L Y AH N Z 
jines	JH AY N Z 
jingoism	JH IH NG G OW IH Z AH M 
jobes	JH OW B Z 
jocular	JH AA K Y AH L ER 
joerg	JH AO R G 
joette	ZH OW EH T 
johnie	JH AA N IY 
joines	JH OY N Z 
jokhang	JH AA K HH AE NG 
joki	JH OW K IY 
joles	JH OW L Z 
jolley	JH AA L IY 
joncas	JH AA NG K AH Z 
jory	JH AO R IY 
joule	JH UW L 
journalese	JH ER N AH L IY Z 
joying	JH OY IH NG 
jua	JH UW AH 
juckett	JH AH K IH T 
juel	JH UW L 
juenger	Y UW NG G ER 
juliann	JH UW L IY AE N 
jumbotrons	JH AH M B OW T R AO N Z 
junda	JH AH N D AH 
junger	JH AH NG ER 
jungin	JH AH N G IH N 
junkins	JH AH NG K IH N Z 
jurgensen	JH ER G IH N S AH N 
jurisprudential	JH UH R AH S P R UW D EH N SH AH L 
justino	JH AH S T IY N OW 
kach	K AE CH 
kaczorowski	K AH CH ER AO F S K IY 
kadlec	K AA D L IH K 
kaehler	K EH L ER 
kahl	K AA L 
kahler	K AA L ER 
kailua	K AY L UW AH 
kakimoto	K AA K IH M OW T OW 
kalan	K EY L AH N 
kalin	K AE L IH N 
kalka	K AE L K AH 
kalkbrenner	K AE L K B R IH N ER 
kallal	K AE L AH L 
kallenbach	K AE L IH N B AA K 
kalugin	K AH L UW G AH N 
kamps	K AE M P S 
kandel	K AE N D AH L 
kaner	K EY N ER 
kangyo	K AE N JH Y OW 
kanjorski	K AH N JH AO R S K IY 
kannenberg	K AE N AH N B ER G 
kantner	K AE N T N ER 
kantola	K AH N T OW L AH 
kantz	K AE N T S 
kanzi	K AA N Z IY 
kaptur	K AE P T ER 
karle	K AA R AH L 
karnal	K AA R N AH L 
karolinska	K EH R OW L IH N S K AH 
karon	K EH R AH N 
karos	K AA R OW S 
karpen	K AA R P AH N 
kasal	K EY S AH L 
kasell	K AE S AH L 
kasik	K AA S IH K 
kaska	K AA S K AH 
kasner	K AE S N ER 
kassa	K AE S AH 
kassis	K AE S IH S 
kasten	K AE S T AH N 
kasza	K AA SH AH 
katha	K AE TH AH 
katsushi	K AE T S UW SH IY 
katyushas	K AH T Y UW SH AH Z 
kaufer	K AO F ER 
kayne	K EY N 
kaypro	K EY P R OW 
kazin	K EY Z IH N 
kcop	K EY K AO P 
keckler	K EH K L ER 
keely	K IY L IY 
keena	K IY N AH 
kehler	K EH L ER 
keifer	K IY F ER 
keiffer	K IY F ER 
keiper	K IY P ER 
keiser	K AY S ER 
keithley	K IY TH L IY 
kelker	K EH L K ER 
kelleher	K EH L IH HH ER 
kellermann	K EH L ER M AH N 
kellis	K EH L IH S 
kelner	K EH L N ER 
kelven	K EH L V AH N 
kempler	K EH M P L ER 
kemppainen	K EH M P AY N AH N 
kendle	K EH N D AH L 
kenway	K EH N W EY 
keohane	K IY AH HH EY N 
keown	K IY OW N 
kepley	K EH P L IY 
keratoconus	K EH R AH T AH K OW N AH S 
keratotomy	K EH R AH T AO T AH M IY 
kerber	K ER B ER 
kerin	K EH R IH N 
kerl	K ER L 
kernigan	K ER N AH G AH N 
kersting	K ER S T IH NG 
kervin	K ER V IH N 
kess	K EH S 
kessenich	K EH S IH N IH K 
kewaunee	K Y UW AO N IY 
keyton	K IY T AH N 
khadafi	K AH D AA F IY 
khatami	K AH T AA M IY 
kibbutzniks	K IH B UH T S N IH K S 
kief	K IY F 
kienitz	K IY N IH T S 
kiesler	K IY Z L ER 
kiester	K AY IH S T ER 
kikumura	K IY K UW M UW R AH 
kilduff	K IH L D AH F 
killam	K IH L AH M 
killinger	K IH L IH NG ER 
kimbro	K IH M B R OW 
kime	K AY M 
kimmons	K IH M AH N Z 
kimpel	K IH M P AH L 
kines	K AY N Z 
kingery	K IH NG G ER IY 
kingmakers	K IH NG M EY K ER Z 
kinkel	K IH NG K AH L 
kinker	K IH NG K ER 
kinn	K IH N 
kinner	K IH N ER 
kinny	K IH N IY 
kinslow	K IH N S L OW 
kinter	K IH N T ER 
kirch	K ER K 
kirshenbaum	K ER SH AH N B AW M 
kirt	K ER T 
kirven	K ER V AH N 
kissam	K IH S AH M 
kissee	K IH S IY 
kissimmee	K IH S IH M IY 
kitchings	K IH CH IH NG Z 
kitson	K IH T S AH N 
kittel	K IH T AH L 
kitterman	K IH T ER M AH N 
klanwatch	K L AE N W AA CH 
klapp	K L AE P 
klapper	K L AE P ER 
klass	K L AE S 
klawitter	K L AO IH T ER 
klayman	K L EY M AH N 
kleck	K L EH K 
kleiber	K L AY B ER 
kleinsmith	K L AY N S M IH TH 
klem	K L EH M 
klempner	K L EH M P N ER 
kless	K L EH S 
klett	K L EH T 
klieg	K L IY G 
klieman	K L AY M AH N 
klima	K L AY M AH 
kliment	K L AY M AH N T 
klinke	K L IH NG K 
klinker	K L IH NG K ER 
klocke	K L AA K 
klooster	K L UW S T ER 
klosowski	K L AH S AO F S K IY 
klus	K L AH S 
knaak	N AA K 
knabb	N AE B 
knaggs	N AE G Z 
knaus	N AO Z 
knbc	K EY EH N B IY S IY 
knepper	N EH P ER 
knerr	N EH R 
kness	N EH S 
knipp	N IH P 
knobloch	N AA B L AH K 
knoff	N AO F 
knop	N AA P 
knope	N OW P 
knost	N AA S T 
knowledgeably	N AA L IH JH AH B L IY 
knowlton	N OW L T AH N 
knudson	K N UW D S AH N 
knupp	K N AH P 
knuts	K N AH T S 
kober	K OW B ER 
kobs	K AA B Z 
kobus	K OW B AH S 
kochanek	K AA K AH N IH K 
kochel	K AA K AH L 
kociolek	K OW S IY OW L EH K 
kodacolor	K OW D AH K AH L ER 
koff	K AO F 
koffman	K AO F M AH N 
kogi	K OW G IY 
kokan	K OW K AH N 
koken	K OW K AH N 
kollar	K AA L ER 
komar	K OW M ER 
komer	K OW M ER 
komp	K AA M P 
kondrat	K AA N D R AH T 
konecny	K AH N EH K N IY 
konicek	K AA N IH CH EH K 
konop	K OW N AH P 
konopka	K AH N OW P K AH 
koolhaas	K UW L HH AA S 
koopmann	K UW P M AH N 
kooser	K UW Z ER 
kootenay	K UW T AH N EY 
koper	K OW P ER 
kopke	K OW P K 
koppe	K AA P 
koral	K AO R AH L 
korby	K AO R B IY 
kornhauser	K AO R N HH AW Z ER 
korona	K ER OW N AH 
kortman	K AO R T M AH N 
koscielniak	K AH S CH IY L N IY AE K 
kosek	K OW S EH K 
koshered	K OW SH ER D 
koshering	K OW SH ER IH NG 
koshers	K OW SH ER S 
koskinen	K AA S K IH N AH N 
kostecki	K AH S T EH T S K IY 
koth	K AA TH 
kough	K AW 
kovalik	K AH V AA L IH K 
kovalyov	K OW V AA L Y AH V 
kovats	K OW V AH T S 
kowalik	K AW AA L IH K 
kozel	K OW Z AH L 
kragh	K R AE G 
krain	K R EY N 
krakower	K R AE K OW ER 
kranzler	K R AE N Z L ER 
kraszewski	K R AH SH EH F S K IY 
kratky	K R AE T K IY 
kratzer	K R EY T Z ER 
krausse	K R AO S 
krausz	K R AW SH 
kreis	K R IY Z 
kreisberg	K R AY S B ER G 
kreisel	K R AY S AH L 
kren	K R EH N 
krenwinkle	K R EH N W IH NG K AH L 
kretz	K R EH T S 
krey	K R EY 
kriegel	K R IY G AH L 
kring	K R IH NG 
krings	K R IH NG Z 
krinsky	K R IH N S K IY 
kriz	K R IH Z 
krizek	K R IH Z EH K 
kroc	K R AA K 
krol	K R AO L 
krolikowski	K R AH L IH K AO F S K IY 
kronberg	K R AA N B ER G 
krouse	K R AW S 
krout	K R AW T 
kruck	K R AH K 
krutz	K R AH T S 
kubala	K AH B AA L AH 
kube	K Y UW B 
kubiak	K UW B IY AE K 
kubica	K Y UW B IH K AH 
kubin	K Y UW B IH N 
kubinski	K AH B IH N S K IY 
kucan	K Y UW K AH N 
kuehn	K UW N 
kuester	K UH S T ER 
kuhar	K UW ER 
kuhl	K AH L 
kukje	K UW K Y IH 
kulakowski	K Y UW L AH K AO F S K IY 
kullman	K AH L M AH N 
kumble	K AH M B AH L 
kuney	K Y UW N IY 
kunkel	K AH NG K AH L 
kunkle	K AH NG K AH L 
kunze	K AH N Z 
kupka	K AH P K AH 
kuralt	K Y ER AO L T 
kuril	K ER AH L 
kuse	K Y UW Z 
kuster	K AH S T ER 
kutch	K AH CH 
kutscher	K AH CH ER 
kutter	K AH T ER 
kuwahara	K UW W AA HH AA R AH 
kuykendall	K AY K EH N D AA L 
kuyper	K AY P ER 
kvasnicka	K V AH S N IH S K AH 
kyl	K AY L 
kyler	K AY L ER 
kyna	K IH N AH 
kyongsang	K Y AO NG S AE NG 
kyowa	K Y OW AH 
labadie	L AE B AH D IY 
labat	L AA B AA T 
labbe	L AE B 
labine	L AA B IY N IY 
labonte	L AH B AA N T 
labow	L AE B OW 
labriola	L AA B R IY OW L AH 
labuda	L AH B Y UW D AH 
lacana	L AA K AE N AH 
lacher	L AE K ER 
lacko	L AE K OW 
laconte	L AA K OW N T IY 
lactase	L AE K T EY S 
ladas	L AA D AH Z 
ladled	L EY D AH L D 
ladner	L AE D N ER 
ladouceur	L AE D UW S ER 
laferriere	L AE F EH R Y EH R 
lafever	L AE F EH V ER 
lafon	L AE F AH N 
lafond	L AA F AO N D 
lafontant	L AA F AA N T AH N T 
lagle	L EY G AH L 
lagrow	L AE G R OW 
lahm	L AE M 
laity	L EY AH T IY 
lakefield	L EY K F IY L D 
lakey	L EY K IY 
lakotas	L AA K OW T AH Z 
lalonde	L AA L OW N D IY 
lamanna	L AE M IH N AH 
lamantia	L AA M AA N SH AH 
lamarre	L AA M AA R 
lamay	L AE M EY 
lamberth	L AE M B ER TH 
lambertson	L AE M B ER T S AH N 
lambsdorff	L AE M Z D AO R F 
lamond	L AH M AA N D 
lamore	L AA M AO R 
lamoureux	L AA M UH R OW 
lampo	L AE M P OW 
lamport	L AE M P AO R T 
lancelet	L AE N S L AH T 
lande	L AE N D 
landeros	L AE N D ER OW Z 
landesbank	L AE N D IY Z B AE NG K 
landform	L AE N D F AO R M 
landingham	L AE N D IH NG HH AE M 
landler	L AE N D L ER 
landsberger	L AE N D Z B ER G ER 
landview	L AE N D V Y UW 
langelier	L EY N JH L IY ER 
langella	L AE N JH EH L ER 
langendorf	L EY NG G IH N D AO R F 
langhorn	L AE NG HH AO R N 
lanius	L EY N IY IH S 
lanser	L AE N S ER 
lantry	L AE N T R IY 
lanzi	L AE N Z IY 
laphroaig	L AE F R OW EY G 
lapidary	L AE P AH D EH R IY 
lapka	L AA P K AH 
laprade	L AA P R AA D IY 
larimer	L AE R IH M ER 
larimore	L AA R IY M AO R 
larkey	L AA R K IY 
larmer	L AA R M ER 
laroe	L AE R OW 
larrick	L AE R IH K 
larussa	L AA R UW S AH 
laryngoscopy	L AA R IH N G AO S K OW P IY 
lasala	L AA S AA L AH 
lasca	L AA S K AH 
laskey	L AE S K IY 
laskowski	L AH S K AO F S K IY 
lasser	L AE S ER 
lastingly	L AE S T IH NG L IY 
latelies	L EY T L IY Z 
lathan	L AE TH AH N 
lathers	L AE DH ER Z 
latinate	L AE T AH N EY T 
latitudinal	L AE T AH T UW D AH N AH L 
latonia	L AA T OW N IY AH 
lattner	L AE T N ER 
lauf	L AO F 
laun	L AO N 
laurene	L AO R IY N 
laursen	L AW R S AH N 
laut	L AO T 
lauzon	L AW Z AH N 
laverdure	L AA V ER D UH R IY 
lavey	L EY V IY 
lavine	L AA V IY N IY 
laviolette	L AE V IY OW L EH T 
lavishes	L AE V IH SH AH Z 
lavy	L EY V IY 
lawlor	L AO L ER 
lawmaking	L AO M EY K IH NG 
laxton	L AE K S T AH N 
layovers	L EY OW V ER Z 
lcb	EH S IY B IY 
leafhoppers	L IY F HH AA P ER Z 
leaflike	L IY F L AY K 
leakers	L IY K ER Z 
leaman	L IY M AH N 
leath	L IY TH 
leavell	L IY V AH L 
leavening	L EH V AH N IH NG 
leavy	L IY V IY 
lebovitz	L EH B AH V IH T S 
lebowitz	L EH B AH W IH T S 
lechner	L EH K N ER 
lechuga	L EH CH UW G AH 
ledyard	L EH D Y ER D 
leeper	L IY P ER 
leet	L IY T 
leffew	L EH F Y UW 
lefthanded	L EH F T HH AE N D IH D 
leftward	L EH F T W ER D 
leftwich	L EH F T W IH K 
leftwingers	L EH F T W IH NG ER Z 
legore	L EH G AO R 
lehane	L AH HH EY N 
lehner	L EH N ER 
lehnert	L EH N ER T 
leichner	L AY K N ER 
leindecker	L AY N D IH K ER 
leinonen	L AY N AH N AH N 
leising	L AY S IH NG 
leisner	L AY S N ER 
lemberger	L EH M B ER G ER 
lemelin	L EH M IH L IH N 
lemercier	L AH M ER S IY ER 
lemmie	L EH M IY 
lemus	L IY M AH S 
lendings	L EH N D IH NG Z 
lenhart	L EH N HH AA R T 
lenius	L IY N IY IH S 
lentini	L EH N T IY N IY 
leonarda	L EH N AA R D AH 
leonelli	L EH N EH L IY 
lepard	L EH P ER D 
lepper	L EH P ER 
lepre	L EH P ER 
leptin	L EH P T IH N 
lerch	L ER K 
lerum	L EH R AH M 
lesner	L EH S N ER 
lesniak	L EH S N IY AE K 
lessner	L EH S N ER 
lessor	L EH S ER 
letchworth	L EH CH W ER TH 
letz	L EH T S 
levario	L EY V AA R IY OW 
levell	L EY V EY L 
levey	L IH V EY 
levit	L EH V IH T 
levitch	L EH V IH CH 
lexicographer	L EH K S IH K AA G R AH F ER 
liberalize	L IH B ER AH L AY Z 
liberalizing	L IH B ER AH L AY Z IH NG 
liberati	L IY B ER AA T IY 
liberato	L IY B ER AA T OW 
liberatore	L IY B EH R AA T AO R IY 
liberians	L AY B IH R IY AH N Z 
liberti	L IY B EH R T IY 
licata	L IY K AA T AA 
licea	L IH S IY AH 
licensees	L AY S AH N S IY Z 
licklider	L IH K L AY D ER 
liebel	L IY B AH L 
liebert	L IY B ER T 
liebmann	L IY B M AH N 
liem	L IY M 
liff	L IH F 
lifshitz	L IH F SH IH T S 
lifson	L IH F S AA N 
ligas	L AY G AH Z 
liley	L IH L IY 
liller	L IH L ER 
liming	L AY M IH NG 
limmer	L IH M ER 
limpert	L IH M P ER T 
lindane	L IH N D EY N 
lindon	L IH N D AH N 
lindstedt	L IH N D S T IH T 
lindvall	L IH N D V AH L 
lineback	L AY N B AE K 
lingard	L IH NG G ER D 
lingenfelter	L IH NG G IH N F IH L T ER 
linneman	L IH N M AH N 
lintz	L IH N T S 
lippo	L IH P OW 
lisby	L IH S B IY 
lisco	L IH S K OW 
literaturnaya	L IH T EH R AH T ER N AY AH 
lites	L AY T S 
lits	L IH T S 
littlechild	L IH T AH L CH AY L D 
littoral	L IH T ER AH L 
liveried	L IH V R IY D 
liverworts	L IH V ER W ER T S 
livesey	L IH V IH S IY 
livingrooms	L IH V IH NG R UW M Z 
livvie	L IH V IY 
lizarraga	L IY Z AA R AA G AH 
lobato	L OW B AA T OW 
lobb	L AA B 
lober	L OW B ER 
lobstermen	L AA B S T ER M IH N 
lobules	L AA B Y UW L Z 
localization	L OW K AH L AH Z EY SH AH N 
locken	L AA K AH N 
lockie	L AA K IY 
lockport	L AA K P AO R T 
lococo	L OW K OW K OW 
locomotor	L OW K AH M OW T ER 
lodato	L OW D AA T OW 
lodestar	L OW D S T AA R 
loeffler	L OW F L ER 
loesch	L OW SH 
loesche	L OW SH 
loewenstein	L OW AH N S T AY N 
lofquist	L AA F K W IH S T 
lofthouse	L AO F T HH AW S 
loges	L OW JH IH Z 
lonas	L OW N AH Z 
lones	L OW N Z 
longrange	L AO NG R EY N JH 
looby	L UW B IY 
lookup	L UH K AH P 
loosestrife	L UW S S T R AY F 
loprete	L OW P R IY T 
lorang	L AO R AH NG 
loranger	L AO R EY N JH ER 
lorber	L AO R B ER 
lordi	L AO R D IY 
lorean	L AO R IY AH N 
lorelli	L AO R EH L IY 
lorenc	L AO R IH NG K 
lorenzetti	L AO R EH N Z EH T IY 
lorgnettes	L AO R N Y EH T S 
losada	L OW S AA D AH 
losec	L OW Z AH K 
loso	L OW S OW 
lossing	L AO S IH NG 
loth	L AA TH 
loughrey	L AW R IY 
loughry	L AW R IY 
lovie	L AH V IY 
lovings	L AH V IH NG Z 
lowen	L OW AH N 
loya	L OY AH 
loza	L OW Z AH 
lozinski	L AH Z IH N S K IY 
lubavitchers	L UW B AH V IH CH ER Z 
luber	L UW B ER 
lucarelli	L UW K AA R EH L IY 
lucasville	L UW K AH S V IH L 
lucco	L UW K OW 
lucida	L UW CH IY D AH 
lucido	L UW CH IY D OW 
luckenbach	L AH K IH N B AA K 
luckett	L AH K IH T 
lucus	L UW K AH S 
luczak	L AH CH AE K 
luddy	L AH D IY 
ludite	L UW D AY T 
ludlam	L AH D L AH M 
luftig	L AH F T IH G 
lukin	L UW K IH N 
lukins	L UW K IH N Z 
luks	L AH K S 
luminance	L UW M AH N AH N S 
lumpkins	L AH M P K IH N Z 
lunchrooms	L AH N CH R UW M Z 
lupi	L UW P IY 
lurlene	L ER L IY N 
lusher	L AH SH ER 
lushly	L AH SH L IY 
lutter	L AH T ER 
lutton	L AH T AH N 
luxton	L AH K S T AH N 
lybrand	L AY B R AE N D 
lycurgus	L AY K ER G AH S 
lymphadenopathy	L IH M F AH D EH N AH P AE TH IY 
lynam	L IH N AH M 
lyng	L IH NG 
lynton	L IH N T AH N 
lyricists	L IH R IH S IH S T S 
maaco	M EY K OW 
maag	M AA G 
mabee	M AE B IY 
macaluso	M AE K AH L UW S OW 
macari	M AA K AA R IY 
macchi	M AE K IY 
macdermott	M AH K D ER M AH T 
macdiarmid	M AH K D IH R M IH D 
macdill	M AH K D IH L 
macdonnell	M AH K D AA N AH L 
macewan	M AH K Y UW AA N 
macfadden	M AH K F AE D AH N 
macgowan	M AH G AW AH N 
machowski	M AH CH AO F S K IY 
maclennan	M AH K L EH N AH N 
maclin	M AE K L AH N 
macoute	M AH K UW T 
madhusudan	M AA D HH UW S UW D AH N 
madl	M AE D AH L 
maese	M IY S 
magallanes	M AE G AH L EY N Z 
magel	M AE G AH L 
magliano	M AA G L IY AA N OW 
maglica	M AE G L IH K AH 
magnifiers	M AE G N AH F AY ER Z 
magrane	M AE G R EY N 
magro	M AE G R OW 
mahila	M AH HH IH L AH 
mahindra	M AH HH IH N D R AH 
maidenform	M EY D AH N F AO R M 
maiers	M EY ER Z 
mailbags	M EY L B AE G Z 
mailrooms	M EY L R UW M Z 
maina	M EY N AH 
mainers	M EY N ER Z 
maino	M EY N OW 
mainstreaming	M EY N S T R IY M IH NG 
majewski	M AY EH F S K IY 
makela	M AE K IH L AH 
makinen	M AE K IH N AH N 
makro	M AE K R OW 
maktoum	M AE K T UW M 
malahide	M AE L AH HH AY D 
malaprop	M AE L AH P R AA P 
malaspina	M AA L AA S P IY N AH 
maler	M EY L ER 
malino	M AH L IY N OW 
